CustomerID,Name,Email,Phone,City,Age,Gender,Income,Membership,State,Country
5864,Grace,grace@gmail.com,123-456-7890,Chicago,30.0,Male,60000,Silver,Kansas,Saint Martin
5805,Eva,eva@gmail.com,123-456-7890,New York,30.0,Male,,Basic,Virginia,United States Minor Outlying Islands
2603,Charlie,charlie@gmail.com,987-654-3210,Phoenix,30.0,Male,75000,Basic,Oregon,Switzerland
1963,Frank,frank@gmail.com,123-456-7890,New York,35.0,Female,75000,Basic,West Virginia,Egypt
4802,David,david@gmail.com,555-555-5555,Phoenix,30.0,Female,45000,Silver,Rhode Island,United States Minor Outlying Islands
713,Eva,eva@gmail.com,123-456-7890,new york,45.0,Male,75000,Basic,Kentucky,Kiribati
8277,Alice,alice@gmail.com,123-456-7890,,,Male,Unknown,Platinum,Indiana,Morocco
817,David,david@gmail.com,123-456-7890,,,Male,45000,Basic,Kentucky,Saint Kitts and Nevis
9041,Charlie,charlie@gmail.com,,New York,40.0,Male,45000,Gold,North Carolina,Liberia
9395,Frank,frank@gmail.com,555-555-5555,Phoenix,35.0,Female,60000,Basic,West Virginia,Georgia
6632,Grace,grace@gmail.com,987-654-3210,new york,25.0,Male,45000,Basic,Massachusetts,Sudan
5829,Charlie,charlie@gmail.com,,Los Angeles,30.0,Male,60000,Basic,Oklahoma,Holy See (Vatican City State)
7463,Grace,grace@gmail.com,,Chicago,35.0,Other,30000,Platinum,North Carolina,Barbados
3897,Alice,alice@gmail.com,,new york,25.0,Male,45000,Basic,Alaska,Finland
2492,Alice,alice@gmail.com,987-654-3210,Chicago,30.0,Female,Unknown,Silver,Wisconsin,Macedonia
4768,Alice,alice@gmail.com,123-456-7890,Chicago,25.0,Female,60000,Basic,Washington,Liechtenstein
7451,Frank,frank@gmail.com,123-456-7890,Los Angeles,,Male,1000000,Gold,Delaware,Kazakhstan
1563,Charlie,charlie@gmail.com,987-654-3210,Los Angeles,,Female,75000,,South Dakota,Saint Martin
8089,Alice,alice@gmail.com,,New York,,Female,45000,Silver,Alaska,Latvia
9886,Eva,eva@gmail.com,123-456-7890,Houston,45.0,Male,45000,Gold,California,Latvia
73,David,david@gmail.com,123-456-7890,Phoenix,30.0,Male,75000,Silver,Hawaii,Philippines
185,Grace,grace@gmail.com,123-456-7890,New York,35.0,Female,45000,,Nevada,Bosnia and Herzegovina
7491,Frank,frank@gmail.com,987-654-3210,new york,45.0,Male,,Gold,Connecticut,Cameroon
2714,Grace,grace@gmail.com,,Los Angeles,45.0,Male,30000,Basic,Alabama,Netherlands
2127,Charlie,charlie@gmail.com,123-456-7890,,25.0,Male,30000,Basic,North Dakota,Greenland
40,Grace,grace@gmail.com,555-555-5555,,35.0,Male,45000,Silver,Kansas,Iran
1165,Frank,frank@gmail.com,987-654-3210,,45.0,Female,75000,Gold,Maryland,Sudan
2015,Alice,alice@gmail.com,987-654-3210,Chicago,,Female,Unknown,Basic,Kansas,Algeria
3026,Bob,bob@gmail.com,,,,Female,30000,Gold,Missouri,Guadeloupe
1737,Charlie,charlie@gmail.com,,Houston,45.0,Male,60000,Gold,Missouri,Iceland
9377,Bob,bob@gmail.com,123-456-7890,Los Angeles,30.0,Other,30000,Silver,Montana,Sudan
5983,Charlie,charlie@gmail.com,,new york,30.0,Female,60000,Gold,Alabama,Albania
618,Alice,alice@gmail.com,123-456-7890,Los Angeles,35.0,Female,30000,,Florida,Algeria
5154,Eva,eva@gmail.com,,Chicago,30.0,Male,60000,Basic,Maine,Cape Verde
2328,David,david@gmail.com,,Houston,,Female,60000,Platinum,Mississippi,Spain
1661,Eva,eva@gmail.com,123-456-7890,New York,25.0,Female,30000,Basic,Pennsylvania,British Indian Ocean Territory (Chagos Archipelago)
4037,David,david@gmail.com,987-654-3210,new york,40.0,Male,75000,Basic,Georgia,Cocos (Keeling) Islands
2911,Alice,alice@gmail.com,987-654-3210,Chicago,30.0,Female,60000,,Iowa,Djibouti
1551,Alice,alice@gmail.com,123-456-7890,new york,30.0,Female,75000,Gold,Arkansas,Iraq
9825,Eva,eva@gmail.com,123-456-7890,Houston,35.0,Male,60000,Gold,Utah,Honduras
5887,Frank,frank@gmail.com,,Los Angeles,45.0,Female,75000,Silver,Minnesota,Belarus
7173,Alice,alice@gmail.com,,New York,45.0,Male,60000,Basic,South Carolina,Cote d'Ivoire
7283,Eva,eva@gmail.com,987-654-3210,Houston,30.0,Female,,Silver,Massachusetts,Zimbabwe
2196,Frank,frank@gmail.com,987-654-3210,Houston,25.0,,,Gold,New Jersey,Honduras
8351,Alice,alice@gmail.com,987-654-3210,,,,75000,Gold,Florida,Congo
3990,David,david@gmail.com,,Houston,,Female,,Basic,Illinois,Trinidad and Tobago
33,Alice,alice@gmail.com,987-654-3210,new york,,Female,,Silver,New Jersey,Philippines
4835,Grace,grace@gmail.com,123-456-7890,Los Angeles,35.0,Female,45000,Gold,Wyoming,Guinea
302,Bob,bob@gmail.com,555-555-5555,New York,,Female,1000000,,Alabama,French Southern Territories
2428,Charlie,charlie@gmail.com,123-456-7890,New York,,Male,45000,Silver,California,Bermuda
9885,Frank,frank@gmail.com,987-654-3210,Houston,40.0,Male,30000,Gold,Kentucky,Ireland
5427,Alice,alice@gmail.com,123-456-7890,New York,30.0,Female,1000000,Platinum,Michigan,Burundi
1738,Charlie,charlie@gmail.com,,New York,30.0,Male,45000,Silver,Hawaii,Estonia
7319,Bob,bob@gmail.com,,New York,30.0,Other,60000,Silver,California,Jamaica
4296,Eva,eva@gmail.com,123-456-7890,Chicago,,Female,1000000,Gold,New Hampshire,Kiribati
7006,Charlie,charlie@gmail.com,987-654-3210,new york,40.0,Male,30000,Platinum,Montana,Greenland
2177,Frank,frank@gmail.com,123-456-7890,Phoenix,35.0,Male,45000,Gold,Alaska,Benin
6698,Eva,eva@gmail.com,123-456-7890,Phoenix,45.0,Female,75000,Basic,West Virginia,Saudi Arabia
2903,Eva,eva@gmail.com,987-654-3210,Phoenix,25.0,Other,75000,Silver,Georgia,Madagascar
743,Alice,alice@gmail.com,987-654-3210,Phoenix,30.0,Male,Unknown,Silver,Nebraska,Sri Lanka
5027,Alice,alice@gmail.com,987-654-3210,Los Angeles,25.0,Female,Unknown,Silver,Texas,Guadeloupe
7621,Alice,alice@gmail.com,,Los Angeles,45.0,Female,30000,Silver,Alaska,Panama
1790,Grace,grace@gmail.com,123-456-7890,Chicago,45.0,Female,45000,Silver,Hawaii,British Virgin Islands
3848,Grace,grace@gmail.com,123-456-7890,Houston,30.0,Female,75000,Gold,Nevada,Saint Vincent and the Grenadines
8216,David,david@gmail.com,123-456-7890,Chicago,40.0,Male,75000,Silver,Arkansas,Zimbabwe
5584,Eva,eva@gmail.com,,Houston,,Female,45000,Silver,New York,New Caledonia
2004,Charlie,charlie@gmail.com,987-654-3210,new york,35.0,Male,45000,Platinum,Michigan,Timor-Leste
1354,Eva,eva@gmail.com,987-654-3210,Houston,25.0,Male,45000,Platinum,Michigan,Bahrain
9663,Bob,bob@gmail.com,123-456-7890,Chicago,30.0,Male,Unknown,Silver,North Carolina,Lebanon
740,Bob,bob@gmail.com,123-456-7890,Houston,,Male,,,Iowa,Turks and Caicos Islands
4895,Charlie,charlie@gmail.com,,Houston,25.0,Female,30000,Basic,Alabama,San Marino
5855,Charlie,charlie@gmail.com,555-555-5555,Los Angeles,25.0,Male,45000,Silver,Idaho,Vanuatu
1958,Eva,eva@gmail.com,123-456-7890,Phoenix,,Female,45000,Basic,Indiana,Comoros
9214,Grace,grace@gmail.com,987-654-3210,,30.0,Female,1000000,Platinum,Nebraska,Heard Island and McDonald Islands
9970,David,david@gmail.com,987-654-3210,New York,35.0,Other,,Platinum,Louisiana,Holy See (Vatican City State)
1202,Charlie,charlie@gmail.com,987-654-3210,Los Angeles,30.0,Female,75000,Gold,North Carolina,Fiji
3165,Grace,grace@gmail.com,,,35.0,,30000,Basic,Alaska,Haiti
7740,Alice,alice@gmail.com,,Phoenix,35.0,Male,30000,Gold,North Dakota,United Arab Emirates
6089,Grace,grace@gmail.com,,new york,,Female,60000,Silver,Rhode Island,Bouvet Island (Bouvetoya)
6720,Frank,frank@gmail.com,123-456-7890,Los Angeles,35.0,Male,1000000,Platinum,Vermont,Hungary
8401,Bob,bob@gmail.com,987-654-3210,New York,,Female,30000,Basic,Iowa,Belgium
9268,Eva,eva@gmail.com,123-456-7890,Phoenix,40.0,Male,75000,Basic,Rhode Island,Trinidad and Tobago
8439,Alice,alice@gmail.com,,Chicago,30.0,Female,30000,,Mississippi,Poland
2120,Bob,bob@gmail.com,,new york,45.0,Male,60000,Silver,Connecticut,Bouvet Island (Bouvetoya)
6674,Grace,grace@gmail.com,123-456-7890,new york,40.0,Male,75000,Silver,Indiana,Hong Kong
395,Eva,eva@gmail.com,987-654-3210,,45.0,Female,75000,Silver,Massachusetts,Mexico
8276,Eva,eva@gmail.com,,,,Other,75000,Platinum,Louisiana,Haiti
136,Bob,bob@gmail.com,,New York,25.0,Male,Unknown,Silver,Michigan,Western Sahara
5537,Alice,alice@gmail.com,987-654-3210,new york,35.0,Other,45000,Silver,Louisiana,Brazil
3488,Bob,bob@gmail.com,123-456-7890,Chicago,25.0,Male,45000,Basic,Arkansas,Montserrat
7418,Eva,eva@gmail.com,,Chicago,35.0,Female,Unknown,Silver,Alabama,Bahrain
8831,David,david@gmail.com,987-654-3210,Los Angeles,45.0,,30000,,Washington,Bulgaria
9852,Bob,bob@gmail.com,123-456-7890,,25.0,Male,60000,,New Jersey,Suriname
3247,David,david@gmail.com,123-456-7890,Chicago,30.0,Male,,,Kansas,San Marino
5374,Grace,grace@gmail.com,123-456-7890,Phoenix,40.0,Male,Unknown,Silver,Oregon,Russian Federation
8204,Bob,bob@gmail.com,987-654-3210,Chicago,,Male,Unknown,Platinum,Tennessee,Philippines
5954,Eva,eva@gmail.com,987-654-3210,Houston,40.0,Female,30000,Gold,Arizona,Benin
7946,Bob,bob@gmail.com,123-456-7890,Los Angeles,,Female,Unknown,Silver,Nevada,Malta
741,Grace,grace@gmail.com,987-654-3210,Los Angeles,45.0,,,Platinum,Wisconsin,Tokelau
8769,David,david@gmail.com,123-456-7890,Los Angeles,,Male,75000,Platinum,Texas,Georgia
5150,Frank,frank@gmail.com,,new york,35.0,Female,45000,Basic,Missouri,Turkmenistan
9546,Bob,bob@gmail.com,,,30.0,Male,60000,,Florida,Bulgaria
4073,David,david@gmail.com,987-654-3210,Phoenix,40.0,Other,75000,Platinum,Michigan,British Indian Ocean Territory (Chagos Archipelago)
7266,Alice,alice@gmail.com,,new york,25.0,Male,Unknown,Gold,Michigan,Venezuela
4900,David,david@gmail.com,123-456-7890,Houston,40.0,,45000,Platinum,Hawaii,Korea
9892,Frank,frank@gmail.com,,New York,30.0,Female,45000,Silver,Georgia,Syrian Arab Republic
189,Charlie,charlie@gmail.com,123-456-7890,new york,,Female,75000,Platinum,Michigan,Andorra
9357,Eva,eva@gmail.com,123-456-7890,Phoenix,40.0,Male,75000,Gold,California,Grenada
5245,Charlie,charlie@gmail.com,987-654-3210,New York,35.0,Female,60000,Silver,New York,Kenya
6160,Grace,grace@gmail.com,123-456-7890,Los Angeles,30.0,Female,60000,Basic,Alabama,Djibouti
2067,Charlie,charlie@gmail.com,987-654-3210,Chicago,,Female,75000,Platinum,Illinois,Armenia
7764,Bob,bob@gmail.com,123-456-7890,Houston,40.0,Female,30000,Platinum,Georgia,Syrian Arab Republic
6697,Bob,bob@gmail.com,123-456-7890,,,Male,30000,,Alabama,Congo
4239,Alice,alice@gmail.com,123-456-7890,Chicago,45.0,Male,60000,Basic,New York,Somalia
419,Eva,eva@gmail.com,123-456-7890,Houston,40.0,Female,45000,Basic,Rhode Island,Dominica
5406,Charlie,charlie@gmail.com,555-555-5555,Chicago,35.0,Male,75000,Gold,Washington,Lesotho
1864,David,david@gmail.com,555-555-5555,new york,25.0,Female,75000,Platinum,Oklahoma,Guinea
5491,Charlie,charlie@gmail.com,,Houston,40.0,Female,75000,Platinum,New Hampshire,Sudan
4503,Frank,frank@gmail.com,987-654-3210,Houston,35.0,Male,,Silver,West Virginia,Uganda
1946,Eva,eva@gmail.com,123-456-7890,Phoenix,30.0,Female,30000,Gold,North Carolina,Lebanon
5375,Grace,grace@gmail.com,,Phoenix,35.0,Female,45000,Basic,Alabama,Korea
1253,Grace,grace@gmail.com,,,25.0,Female,45000,Gold,Kansas,Ireland
3352,Alice,alice@gmail.com,,Los Angeles,35.0,Female,75000,Basic,Virginia,Guam
8872,Grace,grace@gmail.com,987-654-3210,Los Angeles,40.0,Male,60000,Basic,Wyoming,Cuba
1851,Charlie,charlie@gmail.com,987-654-3210,Phoenix,40.0,Other,45000,Platinum,Alaska,Turks and Caicos Islands
811,Alice,alice@gmail.com,987-654-3210,new york,30.0,Male,30000,Silver,West Virginia,Wallis and Futuna
7425,Frank,frank@gmail.com,987-654-3210,Phoenix,25.0,Female,Unknown,Basic,Illinois,Bouvet Island (Bouvetoya)
8849,Bob,bob@gmail.com,555-555-5555,Houston,,Male,75000,Silver,Tennessee,Aruba
7033,David,david@gmail.com,,Chicago,45.0,Male,60000,Basic,Utah,Eritrea
5533,David,david@gmail.com,123-456-7890,Phoenix,,Female,1000000,Silver,Alaska,Egypt
8207,Grace,grace@gmail.com,555-555-5555,Los Angeles,45.0,Male,Unknown,Basic,Tennessee,Saint Martin
1928,Alice,alice@gmail.com,555-555-5555,new york,40.0,,30000,Basic,Rhode Island,Sweden
111,Bob,bob@gmail.com,987-654-3210,Los Angeles,35.0,Male,60000,Basic,Arizona,Kiribati
4855,Bob,bob@gmail.com,123-456-7890,Los Angeles,,Male,60000,Silver,Arkansas,Lesotho
1979,Grace,grace@gmail.com,123-456-7890,Los Angeles,45.0,Male,Unknown,Basic,Illinois,Finland
4729,Alice,alice@gmail.com,,New York,40.0,Male,30000,Silver,Florida,Somalia
5028,Alice,alice@gmail.com,987-654-3210,Los Angeles,30.0,Female,60000,Silver,South Carolina,Yemen
2137,Bob,bob@gmail.com,123-456-7890,Los Angeles,45.0,Female,75000,Platinum,Utah,Jordan
1196,Frank,frank@gmail.com,,,40.0,Male,,Platinum,Nebraska,Sao Tome and Principe
7362,Charlie,charlie@gmail.com,123-456-7890,New York,30.0,Male,Unknown,Platinum,Virginia,Saint Kitts and Nevis
6486,Charlie,charlie@gmail.com,555-555-5555,Los Angeles,,Male,60000,Silver,Montana,Czech Republic
2635,Bob,bob@gmail.com,987-654-3210,Los Angeles,45.0,Male,75000,Basic,New Mexico,Mali
3592,Alice,alice@gmail.com,555-555-5555,new york,45.0,Female,Unknown,Silver,West Virginia,Sierra Leone
6444,Frank,frank@gmail.com,123-456-7890,,45.0,Female,75000,Gold,Kansas,Peru
8819,Charlie,charlie@gmail.com,,Chicago,25.0,Female,Unknown,Silver,Colorado,Mauritius
976,Frank,frank@gmail.com,,Phoenix,25.0,,Unknown,Gold,Nebraska,Estonia
1441,Eva,eva@gmail.com,,Chicago,35.0,Female,Unknown,Gold,Nevada,Liberia
5742,Grace,grace@gmail.com,123-456-7890,,45.0,Female,30000,,Ohio,Denmark
5770,Charlie,charlie@gmail.com,,Phoenix,45.0,Male,45000,,Nevada,Cameroon
4675,Alice,alice@gmail.com,987-654-3210,Phoenix,45.0,Other,60000,Platinum,Indiana,United States Minor Outlying Islands
1243,Eva,eva@gmail.com,987-654-3210,,30.0,Female,75000,Basic,Arizona,Uruguay
8461,Bob,bob@gmail.com,987-654-3210,,30.0,Male,45000,,Iowa,Saint Lucia
6525,David,david@gmail.com,987-654-3210,Los Angeles,25.0,Female,45000,Gold,New York,Equatorial Guinea
2736,Eva,eva@gmail.com,123-456-7890,New York,25.0,,60000,Gold,Arizona,Gibraltar
3833,Charlie,charlie@gmail.com,123-456-7890,Houston,35.0,Female,1000000,Basic,South Carolina,Syrian Arab Republic
7724,Charlie,charlie@gmail.com,987-654-3210,Phoenix,25.0,Male,60000,Silver,Texas,French Guiana
7489,Eva,eva@gmail.com,987-654-3210,new york,40.0,,30000,Gold,South Dakota,Falkland Islands (Malvinas)
3146,Charlie,charlie@gmail.com,123-456-7890,new york,45.0,,30000,Basic,Arkansas,Bosnia and Herzegovina
2064,Eva,eva@gmail.com,,Los Angeles,45.0,Male,45000,Basic,Mississippi,Nicaragua
7203,Frank,frank@gmail.com,987-654-3210,New York,35.0,Female,,Silver,Vermont,Saint Martin
551,Frank,frank@gmail.com,987-654-3210,,25.0,Female,1000000,Silver,New Hampshire,Sudan
490,Grace,grace@gmail.com,,Los Angeles,35.0,Male,60000,Basic,Tennessee,Bolivia
8675,David,david@gmail.com,,Los Angeles,40.0,Female,75000,Silver,Oklahoma,Antarctica (the territory South of 60 deg S)
3635,David,david@gmail.com,123-456-7890,,30.0,Male,75000,Basic,New York,Seychelles
2334,Charlie,charlie@gmail.com,987-654-3210,new york,45.0,Female,30000,Silver,Kansas,Gambia
6383,Charlie,charlie@gmail.com,987-654-3210,Los Angeles,,Other,45000,Basic,West Virginia,Malawi
1752,Charlie,charlie@gmail.com,123-456-7890,,30.0,Female,75000,,Minnesota,Australia
3576,Eva,eva@gmail.com,987-654-3210,Chicago,45.0,Male,Unknown,Basic,West Virginia,Samoa
7941,Alice,alice@gmail.com,987-654-3210,New York,40.0,Other,75000,Gold,Hawaii,Wallis and Futuna
8256,Alice,alice@gmail.com,987-654-3210,New York,25.0,,45000,Basic,Texas,Paraguay
2966,Bob,bob@gmail.com,,,30.0,Male,,Silver,South Dakota,Tuvalu
5641,Grace,grace@gmail.com,123-456-7890,Chicago,35.0,Other,75000,Basic,Georgia,Tonga
4352,Bob,bob@gmail.com,,Phoenix,35.0,Male,Unknown,,Minnesota,Bosnia and Herzegovina
95,Bob,bob@gmail.com,,new york,30.0,Male,45000,Basic,Louisiana,Panama
1951,Bob,bob@gmail.com,,new york,40.0,Female,30000,Silver,Pennsylvania,Serbia
2007,Bob,bob@gmail.com,123-456-7890,New York,40.0,Female,30000,Gold,South Dakota,Argentina
2172,Bob,bob@gmail.com,987-654-3210,,,Female,,Platinum,California,Rwanda
6851,David,david@gmail.com,123-456-7890,Chicago,25.0,Male,30000,Gold,Iowa,Martinique
5302,David,david@gmail.com,,New York,30.0,Male,60000,Basic,Georgia,Western Sahara
1031,Frank,frank@gmail.com,987-654-3210,Houston,45.0,Other,60000,Gold,Kansas,Equatorial Guinea
728,Bob,bob@gmail.com,123-456-7890,Phoenix,35.0,Male,60000,,Wisconsin,Morocco
8370,David,david@gmail.com,123-456-7890,new york,25.0,Male,60000,Platinum,Maryland,Nepal
8686,Grace,grace@gmail.com,123-456-7890,new york,,Female,30000,Silver,Delaware,Taiwan
4000,Grace,grace@gmail.com,123-456-7890,Los Angeles,25.0,Female,30000,Silver,South Carolina,Anguilla
5694,Grace,grace@gmail.com,555-555-5555,Houston,40.0,Male,30000,Basic,Utah,Tokelau
2662,Charlie,charlie@gmail.com,,New York,30.0,Male,30000,Gold,South Dakota,Turks and Caicos Islands
6574,Frank,frank@gmail.com,,,45.0,Female,30000,Basic,Montana,Jamaica
641,Grace,grace@gmail.com,123-456-7890,,25.0,,75000,Basic,California,Namibia
3476,Charlie,charlie@gmail.com,,new york,35.0,Male,30000,Silver,Illinois,Malawi
2381,Grace,grace@gmail.com,987-654-3210,Phoenix,35.0,Female,45000,Basic,Oklahoma,Tonga
5790,Bob,bob@gmail.com,555-555-5555,new york,25.0,Male,75000,Basic,Kentucky,Sao Tome and Principe
8901,Frank,frank@gmail.com,123-456-7890,Houston,30.0,Female,30000,Basic,Montana,Togo
5639,Eva,eva@gmail.com,123-456-7890,Los Angeles,35.0,Male,,,Idaho,Romania
6797,Eva,eva@gmail.com,123-456-7890,New York,30.0,Female,60000,Platinum,Georgia,Turkmenistan
2163,David,david@gmail.com,,new york,30.0,Female,1000000,Silver,Louisiana,Sierra Leone
9110,Bob,bob@gmail.com,123-456-7890,Chicago,40.0,Female,30000,Basic,Illinois,Turks and Caicos Islands
3303,Grace,grace@gmail.com,,New York,40.0,Female,30000,Silver,Wisconsin,Iceland
4179,Grace,grace@gmail.com,987-654-3210,Phoenix,35.0,Female,60000,Gold,Pennsylvania,Congo
4784,Alice,alice@gmail.com,123-456-7890,,,Female,45000,Basic,New Mexico,Faroe Islands
3003,David,david@gmail.com,,Houston,30.0,Male,60000,,Vermont,Finland
181,Eva,eva@gmail.com,,new york,,Male,60000,Gold,Virginia,Iceland
7267,Eva,eva@gmail.com,555-555-5555,,40.0,Female,60000,,Iowa,Suriname
8499,Eva,eva@gmail.com,,new york,45.0,Female,Unknown,Silver,West Virginia,Poland
4684,Grace,grace@gmail.com,123-456-7890,,,Female,30000,Gold,New York,Angola
6340,Eva,eva@gmail.com,987-654-3210,Chicago,40.0,Female,60000,Silver,Washington,Turkmenistan
6683,Frank,frank@gmail.com,123-456-7890,,30.0,Female,60000,Basic,North Carolina,Somalia
4353,Charlie,charlie@gmail.com,,Los Angeles,45.0,Female,75000,Platinum,Iowa,Anguilla
3829,Frank,frank@gmail.com,,new york,45.0,Female,30000,Silver,North Dakota,Denmark
877,Eva,eva@gmail.com,987-654-3210,Chicago,25.0,Male,60000,Silver,Georgia,Singapore
6730,Eva,eva@gmail.com,,Phoenix,30.0,Male,60000,Silver,Rhode Island,Iraq
5873,Eva,eva@gmail.com,123-456-7890,,40.0,Female,1000000,Silver,Virginia,United States of America
3345,David,david@gmail.com,,Chicago,45.0,Male,75000,Gold,New Jersey,Japan
5360,Grace,grace@gmail.com,123-456-7890,,40.0,Male,30000,Gold,Wyoming,Bermuda
9414,Frank,frank@gmail.com,555-555-5555,Phoenix,30.0,Male,60000,Platinum,Ohio,Italy
9815,Eva,eva@gmail.com,123-456-7890,Phoenix,35.0,Male,75000,,Michigan,American Samoa
2711,Grace,grace@gmail.com,,Houston,30.0,Female,60000,Silver,Pennsylvania,Tuvalu
987,Bob,bob@gmail.com,987-654-3210,new york,,Male,45000,Silver,New Mexico,Saint Barthelemy
8646,Frank,frank@gmail.com,123-456-7890,Los Angeles,30.0,Female,45000,Silver,Minnesota,Rwanda
5974,Frank,frank@gmail.com,,Houston,,Male,45000,Basic,Mississippi,Heard Island and McDonald Islands
7314,Bob,bob@gmail.com,987-654-3210,new york,25.0,Female,30000,Platinum,Virginia,Montenegro
8133,Frank,frank@gmail.com,,Houston,25.0,Female,75000,Gold,Ohio,Lebanon
7224,David,david@gmail.com,123-456-7890,Los Angeles,35.0,Female,75000,Basic,Massachusetts,Spain
360,Bob,bob@gmail.com,987-654-3210,New York,,Female,45000,Platinum,Illinois,Cape Verde
2354,Alice,alice@gmail.com,123-456-7890,Chicago,25.0,Male,75000,Gold,New York,Heard Island and McDonald Islands
1614,Bob,bob@gmail.com,,new york,30.0,Female,45000,Basic,Louisiana,Sierra Leone
4229,Alice,alice@gmail.com,987-654-3210,Phoenix,30.0,Male,45000,Basic,Louisiana,Denmark
2130,Grace,grace@gmail.com,987-654-3210,Phoenix,45.0,Male,75000,Platinum,Oregon,Cote d'Ivoire
7242,Alice,alice@gmail.com,555-555-5555,Los Angeles,35.0,Other,Unknown,Silver,New Hampshire,Madagascar
2569,Eva,eva@gmail.com,555-555-5555,New York,30.0,,75000,,New Jersey,Chile
7496,David,david@gmail.com,555-555-5555,new york,40.0,Female,75000,Silver,Oregon,Sudan
9493,David,david@gmail.com,123-456-7890,Phoenix,45.0,,45000,Basic,Louisiana,Jamaica
7012,Frank,frank@gmail.com,987-654-3210,new york,45.0,Female,30000,Gold,Illinois,Sierra Leone
7875,Charlie,charlie@gmail.com,,new york,45.0,Female,75000,Basic,Massachusetts,Estonia
